recommendation,score,tier,company,title,location,sites,posted,job_url,query_labels,reasons
apply_first,12,B,nSCALE,Systems Engineer,"Remote, US",indeed,2026-03-17,https://www.indeed.com/viewjob?jk=7a0f9f2a2ce865a0,hpc software engineer,"distributed, hpc, performance, remote, systems"
apply_first,12,A,Quest Defense,"Software Build, Tools & Infrastructure Engineer","Remote, US",indeed,2026-03-30,https://www.indeed.com/viewjob?jk=09de2b4a454d64c7,"modeling and simulation engineer, simulation engineer, simulation software engineer","modeling, remote, simulation, software"
review,11,B,GovCIO,High Performance Computing (HPC) Engineer,,linkedin,2026-03-17,https://www.linkedin.com/jobs/view/4386940076,scientific computing engineer,"hpc, performance"
review,10,A,ASTEC Digital,Simulation Engineer,,linkedin,2026-03-24,https://www.linkedin.com/jobs/view/4388412760,simulation engineer,simulation
review,10,A,Ford Motor Company,Simulation Research Engineer,"Dearborn, MI",linkedin,nan,https://www.linkedin.com/jobs/view/4392992143,simulation engineer,simulation
review,10,A,General Motors,Vehicle Dynamics Simulation Engineer,"Milford, MI",linkedin,2026-03-24,https://www.linkedin.com/jobs/view/4389934764,simulation engineer,simulation
review,10,A,General Motors,Vehicle Dynamics Simulation Engineer,"Warren, MI",linkedin,2026-03-24,https://www.linkedin.com/jobs/view/4389952025,simulation engineer,simulation
review,10,A,KLA,Senior Systems Engineer,"Ann Arbor, MI, US",indeed,2026-03-30,https://www.indeed.com/viewjob?jk=790e1bb698c33464,"modeling and simulation engineer, simulation engineer, simulation software engineer","modeling, performance, senior, simulation, systems"
review,9,A,ALTEN,Principal Software Engineer (Contract) - Flight Software,"Remote, US",indeed,2026-03-27,https://www.indeed.com/viewjob?jk=5fac8b1fc2e22a62,"simulation engineer, simulation software engineer","modeling, performance, principal, remote, simulation, software"
review,9,A,TORC Robotics,Senior Software Engineer - MCU Apps (C++/Linux),"Ann Arbor, MI, US",indeed,2026-03-26,https://www.indeed.com/viewjob?jk=3fc247ba602a0bf0,real time software engineer,"c++, performance, senior, software"
review,8,A,"Changeis, Inc.",Software Engineer,"Remote, US",indeed,2026-03-31,https://www.indeed.com/viewjob?jk=34d831dd8cdbce9e,systems software engineer,"remote, software"
review,8,A,"Dare Auto, Inc.",Software Engineer,"Michigan, United States",linkedin,2026-03-28,https://www.linkedin.com/jobs/view/4392051685,systems software engineer,"michigan, software"
review,8,A,DataAnnotation,Game Systems Engineer,"Michigan, United States",linkedin,2026-03-26,https://www.linkedin.com/jobs/view/4309699152,systems software engineer,"michigan, systems"
review,8,A,Elbit Systems of America,Staff Systems Engineer,"Detroit, MI, US",indeed,2026-03-30,https://www.indeed.com/viewjob?jk=44507ea33f95f15c,"modeling and simulation engineer, simulation engineer, simulation software engineer","modeling, performance, simulation, staff, systems"
review,8,A,Epic,Software Developer (Entry Level),"Detroit, MI",linkedin,2026-03-30,https://www.linkedin.com/jobs/view/4363417558,simulation software engineer,"developer, software"
review,8,A,Epic,Software Developer (Entry Level),"Sterling Heights, MI",linkedin,2026-03-29,https://www.linkedin.com/jobs/view/4321306205,simulation software engineer,"developer, software"
review,8,A,Epic,Software Developer (Entry Level),"Ann Arbor, MI",linkedin,2026-03-28,https://www.linkedin.com/jobs/view/4363417554,simulation software engineer,"developer, software"
review,8,A,Epic,Software Developer (Entry Level),"Warren, MI",linkedin,2026-03-28,https://www.linkedin.com/jobs/view/4321375718,simulation software engineer,"developer, software"
review,8,A,Gentex Corporation,Software Systems Engineer I,"Grand Rapids, MI",linkedin,2026-03-27,https://www.linkedin.com/jobs/view/4372160844,systems software engineer,"software, systems"
review,8,A,Gentex Corporation,Software Systems Engineer I,"Zeeland, MI",linkedin,2026-03-27,https://www.linkedin.com/jobs/view/4372159837,systems software engineer,"software, systems"
